image_filename,box_id,bbox,yolo_confidence,predicted_class_id,predicted_class_name,classifier_confidence
VAIPE_P_158_17.jpg,0,"[854, 2922, 1255, 3645]",0.9108,89,89,1.0
VAIPE_P_158_17.jpg,1,"[1314, 1854, 1750, 2516]",0.8971,89,89,1.0
VAIPE_P_158_17.jpg,2,"[933, 2516, 1218, 2929]",0.8721,33,33,1.0
VAIPE_P_158_17.jpg,3,"[1195, 1839, 1475, 2138]",0.8649,7,7,1.0
VAIPE_P_158_17.jpg,4,"[1559, 1562, 1875, 1868]",0.8626,7,7,0.8
VAIPE_P_158_17.jpg,5,"[1035, 2204, 1527, 3011]",0.7904,43,43,1.0
VAIPE_P_158_17.jpg,6,"[787, 1480, 1409, 2224]",0.3859,43,43,1.0
VAIPE_P_158_18.jpg,0,"[1347, 3098, 1970, 3533]",0.9048,43,43,1.0
VAIPE_P_158_18.jpg,1,"[465, 2298, 950, 2754]",0.899,89,89,1.0
VAIPE_P_158_18.jpg,2,"[892, 2112, 1256, 2657]",0.8927,89,89,1.0
VAIPE_P_158_18.jpg,3,"[1588, 2177, 1947, 2400]",0.8741,33,33,1.0
VAIPE_P_158_19.jpg,0,"[953, 1546, 1253, 2048]",0.8985,89,89,1.0
VAIPE_P_158_19.jpg,1,"[470, 1640, 928, 2034]",0.8969,89,89,1.0
VAIPE_P_158_19.jpg,2,"[1034, 2536, 1386, 3127]",0.8829,43,43,1.0
VAIPE_P_158_19.jpg,3,"[1624, 1331, 1914, 1939]",0.8336,43,43,1.0
VAIPE_P_158_19.jpg,4,"[1347, 2478, 1636, 2723]",0.8223,33,33,1.0
VAIPE_P_158_19.jpg,5,"[1716, 2110, 1952, 2339]",0.768,7,7,1.0
VAIPE_P_158_2.jpg,-1,,,,NO_DETECTION,
VAIPE_P_158_20.jpg,0,"[245, 2468, 710, 3077]",0.9154,89,89,1.0
VAIPE_P_158_20.jpg,1,"[886, 2399, 1268, 3040]",0.8985,89,89,1.0
VAIPE_P_158_20.jpg,2,"[1219, 2445, 1550, 3196]",0.8458,43,43,1.0
VAIPE_P_158_20.jpg,3,"[1256, 1637, 1517, 2030]",0.8399,33,33,1.0
VAIPE_P_158_20.jpg,4,"[1452, 1809, 2244, 2174]",0.8248,43,43,1.0
VAIPE_P_158_20.jpg,5,"[1463, 1540, 1742, 1820]",0.5183,7,7,1.0
VAIPE_P_158_21.jpg,0,"[1658, 2565, 2291, 3188]",0.9032,43,43,1.0
VAIPE_P_158_21.jpg,1,"[1063, 2728, 1659, 3168]",0.8972,89,89,1.0
VAIPE_P_158_21.jpg,2,"[597, 1308, 1263, 1660]",0.8938,89,89,1.0
VAIPE_P_158_21.jpg,3,"[1729, 1679, 2529, 2137]",0.8752,43,43,1.0
VAIPE_P_158_21.jpg,4,"[898, 1881, 1316, 2135]",0.8255,33,33,1.0
VAIPE_P_158_22.jpg,0,"[1758, 2212, 2156, 2663]",0.9064,89,89,1.0
VAIPE_P_158_22.jpg,1,"[979, 1694, 1473, 1977]",0.8952,89,89,1.0
VAIPE_P_158_22.jpg,2,"[1354, 2086, 1630, 2667]",0.8913,43,43,1.0
VAIPE_P_158_22.jpg,3,"[760, 2069, 1356, 2380]",0.8735,43,43,1.0
VAIPE_P_158_22.jpg,4,"[1101, 2571, 1403, 2820]",0.8644,33,33,1.0
VAIPE_P_158_22.jpg,5,"[1311, 1904, 1531, 2119]",0.7817,7,7,1.0
VAIPE_P_158_22.jpg,6,"[2107, 2440, 2338, 2672]",0.6078,7,7,1.0
VAIPE_P_158_23.jpg,0,"[1337, 2039, 1845, 2490]",0.9048,43,43,1.0
VAIPE_P_158_23.jpg,1,"[1383, 1583, 1710, 2071]",0.9019,89,89,1.0
VAIPE_P_158_23.jpg,2,"[947, 1768, 1230, 2261]",0.8941,89,89,1.0
VAIPE_P_158_23.jpg,3,"[1174, 2423, 1507, 3005]",0.8914,43,43,1.0
VAIPE_P_158_23.jpg,4,"[1464, 2387, 1688, 2676]",0.8751,33,33,1.0
VAIPE_P_158_23.jpg,5,"[1215, 2243, 1434, 2459]",0.8669,7,7,1.0
VAIPE_P_158_23.jpg,6,"[1973, 2263, 2206, 2500]",0.7555,7,7,1.0
VAIPE_P_158_3.jpg,0,"[975, 2273, 1660, 2948]",0.2872,89,89,1.0
VAIPE_P_158_4.jpg,0,"[672, 2496, 1290, 3043]",0.9172,89,89,1.0
VAIPE_P_158_4.jpg,1,"[1217, 1435, 1908, 2044]",0.8951,43,43,1.0
VAIPE_P_158_4.jpg,2,"[1321, 2844, 1687, 3237]",0.8716,33,33,1.0
VAIPE_P_158_4.jpg,3,"[903, 2898, 1237, 3594]",0.8616,89,89,1.0
VAIPE_P_158_4.jpg,4,"[1046, 2033, 1347, 2344]",0.8545,7,7,1.0
VAIPE_P_158_4.jpg,5,"[874, 2246, 1144, 2546]",0.8157,7,7,1.0
VAIPE_P_158_5.jpg,0,"[1218, 2272, 1791, 2735]",0.914,89,89,1.0
VAIPE_P_158_5.jpg,1,"[1459, 2085, 2077, 2425]",0.9036,89,89,1.0
VAIPE_P_158_5.jpg,2,"[1268, 1646, 1787, 2303]",0.8947,43,43,1.0
VAIPE_P_158_5.jpg,3,"[896, 1628, 1300, 2341]",0.8862,43,43,1.0
VAIPE_P_158_5.jpg,4,"[1308, 1544, 1579, 1821]",0.8727,7,7,1.0
VAIPE_P_158_5.jpg,5,"[1831, 1730, 2077, 2122]",0.8708,33,33,1.0
VAIPE_P_158_5.jpg,6,"[696, 1415, 987, 1708]",0.8707,7,7,1.0
VAIPE_P_158_6.jpg,0,"[1980, 1169, 2541, 1701]",0.9019,89,89,1.0
VAIPE_P_158_6.jpg,1,"[1927, 2109, 2568, 2556]",0.8897,89,89,1.0
VAIPE_P_158_6.jpg,2,"[1350, 973, 1910, 1577]",0.8834,43,43,1.0
VAIPE_P_158_6.jpg,3,"[1774, 1548, 2053, 1796]",0.8811,7,7,1.0
VAIPE_P_158_6.jpg,4,"[1116, 1602, 1405, 1887]",0.8659,7,7,1.0
VAIPE_P_158_6.jpg,5,"[1089, 2414, 1410, 2752]",0.8653,33,33,0.8
VAIPE_P_158_6.jpg,6,"[1639, 1694, 2336, 2193]",0.6447,43,43,1.0
VAIPE_P_158_7.jpg,0,"[927, 1723, 1333, 2328]",0.9145,89,89,1.0
VAIPE_P_158_7.jpg,1,"[1134, 2890, 1491, 3562]",0.8983,89,89,1.0
VAIPE_P_158_7.jpg,2,"[1128, 2538, 1354, 2939]",0.8891,33,33,0.8
VAIPE_P_158_7.jpg,3,"[1271, 1687, 1562, 1979]",0.8682,7,7,1.0
VAIPE_P_158_7.jpg,4,"[1911, 1641, 2231, 1936]",0.8647,7,7,0.8
VAIPE_P_158_7.jpg,5,"[1599, 944, 2178, 1606]",0.8031,43,43,1.0
VAIPE_P_158_7.jpg,6,"[825, 2322, 1231, 3075]",0.3281,43,43,1.0
VAIPE_P_158_8.jpg,0,"[1000, 2739, 1534, 3457]",0.9234,89,89,1.0
VAIPE_P_158_8.jpg,1,"[1397, 2849, 1750, 3279]",0.9079,33,33,1.0
VAIPE_P_158_8.jpg,2,"[1534, 2276, 1923, 3047]",0.8849,89,89,1.0
VAIPE_P_158_8.jpg,3,"[955, 2095, 1275, 2424]",0.8844,7,7,1.0
VAIPE_P_158_8.jpg,4,"[1346, 2030, 1668, 2362]",0.8462,7,7,1.0
VAIPE_P_158_8.jpg,5,"[2046, 1529, 2469, 2381]",0.8043,43,43,1.0
VAIPE_P_158_8.jpg,6,"[1703, 1399, 2132, 2284]",0.2923,43,43,1.0
VAIPE_P_158_9.jpg,0,"[1043, 1798, 1499, 2219]",0.9096,89,89,1.0
VAIPE_P_158_9.jpg,1,"[881, 2411, 1250, 2931]",0.8991,89,89,1.0
VAIPE_P_158_9.jpg,2,"[954, 2894, 1583, 3194]",0.8889,43,43,1.0
VAIPE_P_158_9.jpg,3,"[1684, 2310, 2004, 2550]",0.8769,33,33,1.0
VAIPE_P_158_9.jpg,4,"[1399, 1812, 1694, 2420]",0.7917,43,43,1.0
VAIPE_P_158_9.jpg,5,"[1898, 1316, 2144, 1563]",0.2678,7,7,1.0
VAIPE_P_159_0.jpg,0,"[332, 440, 403, 593]",0.883,26,26,1.0
VAIPE_P_159_0.jpg,1,"[228, 470, 301, 594]",0.8716,91,91,1.0
VAIPE_P_159_0.jpg,2,"[261, 589, 328, 658]",0.8428,84,84,1.0
VAIPE_P_159_0.jpg,3,"[219, 423, 269, 497]",0.7401,29,29,1.0
VAIPE_P_159_1.jpg,0,"[277, 472, 399, 538]",0.8959,91,91,1.0
VAIPE_P_159_1.jpg,1,"[301, 534, 375, 690]",0.8833,26,26,1.0
VAIPE_P_159_1.jpg,2,"[393, 486, 471, 532]",0.8753,29,29,1.0
VAIPE_P_159_1.jpg,3,"[218, 473, 282, 537]",0.8715,84,84,1.0
VAIPE_P_159_10.jpg,0,"[312, 515, 473, 613]",0.9156,26,26,1.0
VAIPE_P_159_10.jpg,1,"[257, 550, 388, 640]",0.9018,91,91,1.0
VAIPE_P_159_10.jpg,2,"[345, 625, 416, 699]",0.8819,84,84,1.0
VAIPE_P_159_10.jpg,3,"[233, 595, 309, 669]",0.8787,29,29,1.0
VAIPE_P_159_11.jpg,0,"[288, 514, 325, 592]",0.8581,29,29,1.0
VAIPE_P_159_11.jpg,1,"[222, 523, 287, 591]",0.8512,84,84,1.0
VAIPE_P_159_11.jpg,2,"[316, 490, 375, 617]",0.8158,91,91,1.0
VAIPE_P_159_11.jpg,3,"[368, 476, 438, 640]",0.7788,26,26,1.0
VAIPE_P_159_12.jpg,0,"[246, 503, 325, 673]",0.8895,26,26,1.0
VAIPE_P_159_12.jpg,1,"[145, 518, 233, 662]",0.8542,91,91,1.0
VAIPE_P_159_12.jpg,2,"[429, 563, 483, 657]",0.8448,29,29,1.0
VAIPE_P_159_12.jpg,3,"[343, 559, 417, 632]",0.8425,84,84,1.0
VAIPE_P_159_13.jpg,0,"[207, 560, 334, 668]",0.867,91,91,1.0
VAIPE_P_159_13.jpg,1,"[197, 614, 282, 680]",0.8451,29,29,1.0
VAIPE_P_159_13.jpg,2,"[399, 467, 487, 645]",0.8389,26,26,1.0
VAIPE_P_159_13.jpg,3,"[244, 430, 315, 498]",0.8352,84,84,1.0
VAIPE_P_159_14.jpg,0,"[257, 590, 384, 704]",0.8683,91,91,1.0
VAIPE_P_159_14.jpg,1,"[365, 494, 438, 565]",0.8538,84,84,1.0
VAIPE_P_159_14.jpg,2,"[307, 512, 368, 597]",0.8523,29,29,1.0
VAIPE_P_159_14.jpg,3,"[372, 536, 471, 702]",0.8053,26,26,1.0
VAIPE_P_159_15.jpg,0,"[324, 528, 417, 652]",0.8959,91,91,1.0
VAIPE_P_159_15.jpg,1,"[264, 585, 375, 740]",0.8873,26,26,1.0
VAIPE_P_159_15.jpg,2,"[364, 488, 428, 553]",0.8685,84,84,1.0
VAIPE_P_159_15.jpg,3,"[334, 622, 395, 699]",0.8103,29,29,1.0
VAIPE_P_159_16.jpg,0,"[216, 441, 294, 520]",0.8879,84,84,1.0
VAIPE_P_159_16.jpg,1,"[300, 432, 445, 513]",0.8798,91,91,1.0
VAIPE_P_159_16.jpg,2,"[453, 417, 636, 511]",0.8629,26,26,1.0
VAIPE_P_159_16.jpg,3,"[97, 458, 198, 510]",0.8613,29,29,1.0
VAIPE_P_159_17.jpg,0,"[1632, 2776, 1951, 3198]",0.6903,29,29,1.0
VAIPE_P_159_17.jpg,1,"[783, 1919, 1038, 2176]",0.6218,7,7,0.6
VAIPE_P_159_17.jpg,2,"[950, 1333, 1341, 1777]",0.4945,91,91,1.0
VAIPE_P_159_17.jpg,3,"[815, 1536, 1242, 2014]",0.4526,92,92,1.0
VAIPE_P_159_18.jpg,0,"[1138, 2753, 1377, 3002]",0.8349,70,70,1.0
VAIPE_P_159_18.jpg,1,"[1299, 2635, 1621, 2819]",0.7713,29,29,1.0
VAIPE_P_159_18.jpg,2,"[1093, 1615, 1389, 2120]",0.7459,92,92,1.0
VAIPE_P_159_18.jpg,3,"[1384, 1861, 1654, 2327]",0.6501,91,91,1.0
VAIPE_P_159_19.jpg,0,"[999, 1385, 1346, 2029]",0.8761,92,92,1.0
VAIPE_P_159_19.jpg,1,"[1064, 2089, 1357, 2378]",0.8012,7,7,0.6
VAIPE_P_159_19.jpg,2,"[1464, 2806, 1832, 3118]",0.7922,29,29,1.0
VAIPE_P_159_19.jpg,3,"[1316, 1859, 1623, 2435]",0.7168,91,91,1.0
VAIPE_P_159_2.jpg,0,"[184, 397, 345, 519]",0.8939,26,26,1.0
VAIPE_P_159_2.jpg,1,"[358, 450, 464, 605]",0.8617,91,91,1.0
VAIPE_P_159_2.jpg,2,"[306, 635, 387, 718]",0.8552,84,84,1.0
VAIPE_P_159_2.jpg,3,"[259, 543, 353, 614]",0.8427,29,29,1.0
VAIPE_P_159_20.jpg,0,"[1529, 1815, 1931, 2306]",0.8658,91,91,1.0
VAIPE_P_159_20.jpg,1,"[1186, 1733, 1567, 2238]",0.8593,92,92,1.0
VAIPE_P_159_20.jpg,2,"[1496, 2176, 1741, 2436]",0.7992,70,70,0.6
VAIPE_P_159_20.jpg,3,"[2081, 2459, 2493, 2715]",0.7939,29,29,1.0
VAIPE_P_159_21.jpg,0,"[1332, 2152, 1532, 2479]",0.856,29,29,1.0
VAIPE_P_159_21.jpg,1,"[1166, 2381, 1429, 2641]",0.8559,7,7,0.4
VAIPE_P_159_21.jpg,2,"[917, 1817, 1510, 2229]",0.8539,92,92,1.0
VAIPE_P_159_21.jpg,3,"[1321, 1403, 1797, 1798]",0.7942,91,91,1.0
VAIPE_P_159_22.jpg,0,"[1683, 2376, 1969, 2928]",0.885,91,91,1.0
VAIPE_P_159_22.jpg,1,"[1409, 2369, 1724, 2979]",0.8825,92,92,1.0
VAIPE_P_159_22.jpg,2,"[1869, 2301, 2180, 2558]",0.8715,29,29,1.0
VAIPE_P_159_22.jpg,3,"[1912, 2487, 2130, 2730]",0.851,45,45,1.0
VAIPE_P_159_23.jpg,0,"[1108, 2418, 1678, 3290]",0.9037,92,92,1.0
VAIPE_P_159_23.jpg,1,"[1236, 2101, 1966, 2547]",0.8622,91,91,1.0
VAIPE_P_159_23.jpg,2,"[1615, 2457, 1971, 2919]",0.8222,29,29,1.0
VAIPE_P_159_23.jpg,3,"[1618, 2058, 1948, 2285]",0.4106,45,45,1.0
VAIPE_P_159_24.jpg,0,"[352, 3665, 751, 4030]",0.8737,70,70,0.6
VAIPE_P_159_24.jpg,1,"[1, 2852, 372, 3829]",0.8509,29,29,1.0
VAIPE_P_159_24.jpg,2,"[204, 3211, 684, 3512]",0.45,29,29,1.0
VAIPE_P_159_24.jpg,3,"[311, 3939, 991, 4032]",0.2981,64,64,0.4
VAIPE_P_159_25.jpg,0,"[1291, 2658, 1805, 2959]",0.8693,91,91,1.0
VAIPE_P_159_25.jpg,1,"[1154, 2078, 1462, 2569]",0.8681,29,29,1.0
VAIPE_P_159_25.jpg,2,"[1428, 2545, 1645, 2738]",0.8075,45,45,0.6
VAIPE_P_159_25.jpg,3,"[1374, 2296, 1630, 2468]",0.5919,29,29,1.0
VAIPE_P_159_26.jpg,0,"[1026, 2460, 1296, 2690]",0.8673,46,46,0.6
VAIPE_P_159_26.jpg,1,"[863, 2589, 1447, 2999]",0.8673,91,91,1.0
VAIPE_P_159_26.jpg,2,"[1010, 2317, 1378, 2506]",0.8407,29,29,1.0
VAIPE_P_159_26.jpg,3,"[845, 1991, 1408, 2361]",0.3284,92,92,1.0
VAIPE_P_159_27.jpg,0,"[702, 2605, 1028, 2941]",0.8739,70,70,1.0
VAIPE_P_159_27.jpg,1,"[955, 2452, 1417, 2727]",0.826,29,29,1.0
VAIPE_P_159_27.jpg,2,"[797, 1208, 1173, 1814]",0.74,92,92,1.0
VAIPE_P_159_27.jpg,3,"[1171, 1498, 1512, 2070]",0.4277,91,91,1.0
VAIPE_P_159_28.jpg,0,"[812, 2587, 1310, 3065]",0.8416,91,91,1.0
VAIPE_P_159_28.jpg,1,"[831, 2345, 1168, 2551]",0.8397,29,29,1.0
VAIPE_P_159_28.jpg,2,"[898, 2492, 1146, 2748]",0.8109,7,7,0.6
VAIPE_P_159_28.jpg,3,"[608, 2079, 1108, 2403]",0.7667,92,92,1.0
VAIPE_P_159_29.jpg,0,"[1208, 1561, 1733, 2458]",0.8726,92,92,1.0
VAIPE_P_159_29.jpg,1,"[1679, 2730, 2075, 3322]",0.8611,29,29,1.0
VAIPE_P_159_29.jpg,2,"[1680, 1832, 2117, 2669]",0.8488,91,91,1.0
VAIPE_P_159_29.jpg,3,"[1010, 2358, 1408, 2760]",0.8412,45,45,1.0
VAIPE_P_159_3.jpg,0,"[286, 611, 451, 683]",0.8946,26,26,1.0
VAIPE_P_159_3.jpg,1,"[295, 552, 432, 625]",0.8714,91,91,1.0
VAIPE_P_159_3.jpg,2,"[334, 470, 404, 537]",0.8446,84,84,1.0
VAIPE_P_159_3.jpg,3,"[327, 529, 411, 570]",0.7875,29,29,1.0
VAIPE_P_159_30.jpg,0,"[1306, 1230, 1883, 1677]",0.892,92,92,1.0
VAIPE_P_159_30.jpg,1,"[1134, 1816, 1673, 2322]",0.8719,91,91,1.0
VAIPE_P_159_30.jpg,2,"[1739, 1838, 2034, 2129]",0.8196,46,46,0.6
VAIPE_P_159_30.jpg,3,"[1262, 1707, 1615, 2004]",0.4784,29,29,1.0
VAIPE_P_159_31.jpg,0,"[818, 2468, 1053, 2701]",0.8106,70,70,0.6
VAIPE_P_159_31.jpg,1,"[975, 2228, 1182, 2553]",0.7707,29,29,1.0
VAIPE_P_159_31.jpg,2,"[584, 1955, 1146, 2298]",0.3587,92,92,1.0
VAIPE_P_159_32.jpg,0,"[1623, 1632, 1984, 2246]",0.8771,92,92,1.0
VAIPE_P_159_32.jpg,1,"[1437, 2169, 1725, 2467]",0.8157,45,45,1.0
VAIPE_P_159_32.jpg,2,"[1787, 2541, 2060, 2923]",0.8086,29,29,1.0
VAIPE_P_159_32.jpg,3,"[1830, 1908, 2159, 2490]",0.7382,91,91,1.0
VAIPE_P_159_33.jpg,0,"[1784, 2248, 2160, 2680]",0.8712,91,91,1.0
VAIPE_P_159_33.jpg,1,"[948, 2678, 1256, 2886]",0.8691,29,29,1.0
VAIPE_P_159_33.jpg,2,"[1347, 2591, 1897, 2889]",0.8503,92,92,1.0
VAIPE_P_159_33.jpg,3,"[784, 2824, 1014, 3064]",0.8467,7,7,0.4
VAIPE_P_159_33.jpg,4,"[2163, 0, 3023, 232]",0.2897,29,29,0.8
VAIPE_P_159_34.jpg,0,"[755, 1585, 1288, 2302]",0.8888,92,92,1.0
VAIPE_P_159_34.jpg,1,"[1560, 1432, 1937, 1735]",0.8834,29,29,1.0
VAIPE_P_159_34.jpg,2,"[1188, 1567, 1576, 2204]",0.8734,91,91,1.0
VAIPE_P_159_34.jpg,3,"[1539, 1670, 1824, 1955]",0.862,59,59,1.0
VAIPE_P_159_4.jpg,0,"[335, 575, 490, 706]",0.8986,26,26,1.0
VAIPE_P_159_4.jpg,1,"[251, 587, 380, 706]",0.8725,91,91,1.0
VAIPE_P_159_4.jpg,2,"[277, 457, 355, 536]",0.8425,84,84,1.0
VAIPE_P_159_4.jpg,3,"[154, 605, 249, 669]",0.7785,29,29,1.0
VAIPE_P_159_5.jpg,0,"[261, 519, 414, 647]",0.9161,26,26,1.0
VAIPE_P_159_5.jpg,1,"[391, 550, 498, 697]",0.8999,91,91,1.0
VAIPE_P_159_5.jpg,2,"[297, 649, 386, 710]",0.859,29,29,1.0
VAIPE_P_159_5.jpg,3,"[333, 601, 403, 671]",0.84,84,84,1.0
VAIPE_P_159_6.jpg,0,"[300, 582, 368, 731]",0.8922,26,26,1.0
VAIPE_P_159_6.jpg,1,"[334, 476, 412, 582]",0.8906,91,91,1.0
VAIPE_P_159_6.jpg,2,"[396, 505, 435, 575]",0.849,29,29,1.0
VAIPE_P_159_6.jpg,3,"[341, 579, 394, 631]",0.7743,84,84,1.0
VAIPE_P_159_7.jpg,0,"[221, 491, 353, 616]",0.9023,26,26,1.0
VAIPE_P_159_7.jpg,1,"[294, 426, 360, 489]",0.8476,84,84,1.0
VAIPE_P_159_7.jpg,2,"[269, 574, 398, 660]",0.842,91,91,1.0
VAIPE_P_159_7.jpg,3,"[393, 580, 474, 634]",0.84,29,29,1.0
VAIPE_P_159_8.jpg,0,"[218, 409, 299, 567]",0.876,26,26,1.0
VAIPE_P_159_8.jpg,1,"[357, 447, 489, 544]",0.8699,91,91,1.0
VAIPE_P_159_8.jpg,2,"[275, 418, 343, 485]",0.8423,84,84,1.0
VAIPE_P_159_8.jpg,3,"[286, 511, 371, 551]",0.7433,29,29,1.0
VAIPE_P_159_9.jpg,0,"[104, 525, 263, 614]",0.8816,91,91,1.0
VAIPE_P_159_9.jpg,1,"[208, 729, 394, 819]",0.8627,26,26,1.0
VAIPE_P_159_9.jpg,2,"[362, 527, 457, 585]",0.8417,29,29,1.0
VAIPE_P_159_9.jpg,3,"[287, 619, 360, 702]",0.8231,84,84,1.0
VAIPE_P_15_0.jpg,0,"[951, 1828, 1537, 2388]",0.867,54,54,1.0
VAIPE_P_15_1.jpg,0,"[1148, 2108, 1701, 2637]",0.893,54,54,1.0
VAIPE_P_15_1.jpg,1,"[1086, 1834, 1481, 2235]",0.8772,37,37,1.0
VAIPE_P_15_10.jpg,0,"[974, 1777, 1413, 2196]",0.8959,54,54,1.0
VAIPE_P_15_10.jpg,1,"[1151, 1474, 1382, 1835]",0.8162,37,37,1.0
VAIPE_P_15_11.jpg,0,"[1293, 2088, 1757, 2542]",0.8992,54,54,1.0
VAIPE_P_15_11.jpg,1,"[1434, 1900, 1825, 2185]",0.8788,37,37,1.0
VAIPE_P_15_12.jpg,0,"[911, 1921, 1388, 2401]",0.9005,54,54,1.0
VAIPE_P_15_12.jpg,1,"[1348, 1941, 1613, 2336]",0.8544,37,37,1.0
VAIPE_P_15_13.jpg,0,"[967, 2063, 1563, 2641]",0.8733,54,54,1.0
VAIPE_P_15_14.jpg,0,"[947, 1601, 1434, 2077]",0.883,54,54,1.0
VAIPE_P_15_14.jpg,1,"[1670, 1821, 1909, 2247]",0.8456,37,37,1.0
VAIPE_P_15_15.jpg,0,"[1163, 1880, 1657, 2354]",0.8943,54,54,1.0
VAIPE_P_15_16.jpg,0,"[1280, 1886, 1699, 2309]",0.8985,54,54,1.0
VAIPE_P_15_16.jpg,1,"[945, 1821, 1328, 2068]",0.8515,37,37,1.0
VAIPE_P_15_17.jpg,0,"[1110, 1869, 1673, 2391]",0.8292,54,54,0.6
VAIPE_P_15_18.jpg,0,"[1087, 2157, 1509, 2572]",0.8936,54,54,1.0
VAIPE_P_15_18.jpg,1,"[1427, 2343, 1715, 2698]",0.8722,37,37,1.0
VAIPE_P_15_19.jpg,0,"[1236, 2217, 1807, 2795]",0.8866,54,54,1.0
VAIPE_P_15_2.jpg,0,"[869, 2107, 1360, 2606]",0.9004,54,54,1.0
VAIPE_P_15_2.jpg,1,"[1352, 2116, 1629, 2552]",0.8552,37,37,1.0
VAIPE_P_15_20.jpg,0,"[1772, 844, 2486, 1848]",0.8623,68,68,1.0
VAIPE_P_15_20.jpg,1,"[1802, 2125, 2520, 2877]",0.8127,51,51,0.8
VAIPE_P_15_20.jpg,2,"[2585, 673, 3144, 1403]",0.8095,92,92,1.0
VAIPE_P_15_20.jpg,3,"[1356, 79, 1964, 980]",0.7953,105,105,1.0
VAIPE_P_15_21.jpg,0,"[1030, 276, 2272, 810]",0.8368,18,18,1.0
VAIPE_P_15_21.jpg,1,"[2745, 1176, 3156, 1569]",0.8352,38,38,0.4
VAIPE_P_15_21.jpg,2,"[2849, 510, 3270, 898]",0.8332,57,57,1.0
VAIPE_P_15_21.jpg,3,"[2154, 2227, 2691, 2774]",0.7915,73,73,1.0
VAIPE_P_15_21.jpg,4,"[1358, 1200, 2244, 1887]",0.7734,48,48,0.6
VAIPE_P_15_3.jpg,0,"[841, 2006, 1425, 2573]",0.8907,54,54,1.0
VAIPE_P_15_3.jpg,1,"[1268, 2197, 1659, 2681]",0.8598,37,37,1.0
VAIPE_P_15_4.jpg,0,"[1244, 1668, 1747, 2144]",0.9046,54,54,1.0
VAIPE_P_15_4.jpg,1,"[1219, 1428, 1644, 1726]",0.8655,37,37,1.0
VAIPE_P_15_5.jpg,0,"[1089, 2321, 1644, 2868]",0.8796,54,54,1.0
VAIPE_P_15_6.jpg,0,"[1237, 1975, 1675, 2416]",0.8847,54,54,1.0
VAIPE_P_15_7.jpg,0,"[1196, 1656, 1709, 2160]",0.8914,54,54,1.0
VAIPE_P_15_8.jpg,0,"[1034, 2163, 1590, 2700]",0.897,54,54,1.0
VAIPE_P_15_9.jpg,0,"[1010, 2201, 1558, 2751]",0.894,54,54,1.0
VAIPE_P_160_0.jpg,0,"[1376, 1595, 1685, 1908]",0.8658,7,7,1.0
VAIPE_P_160_0.jpg,1,"[1077, 1532, 1382, 1847]",0.8621,7,7,1.0
VAIPE_P_160_1.jpg,0,"[1422, 1949, 1725, 2245]",0.8759,7,7,1.0
VAIPE_P_160_1.jpg,1,"[1589, 1708, 1896, 2012]",0.8686,7,7,1.0
VAIPE_P_160_10.jpg,0,"[1351, 2374, 1708, 2775]",0.8516,64,64,1.0
VAIPE_P_160_10.jpg,1,"[1021, 2347, 1380, 2758]",0.8159,64,64,1.0
VAIPE_P_160_11.jpg,0,"[924, 2580, 1320, 2972]",0.5454,64,64,1.0
VAIPE_P_160_11.jpg,1,"[854, 2502, 1371, 3053]",0.3846,64,64,1.0
VAIPE_P_160_11.jpg,2,"[768, 1891, 1151, 2324]",0.2942,64,64,1.0
VAIPE_P_160_12.jpg,0,"[1042, 2275, 1472, 2688]",0.7778,64,64,1.0
VAIPE_P_160_12.jpg,1,"[497, 1669, 947, 2062]",0.5729,64,64,1.0
VAIPE_P_160_12.jpg,2,"[433, 1603, 971, 2111]",0.3792,64,64,1.0
VAIPE_P_160_13.jpg,0,"[1132, 2212, 1500, 2583]",0.6523,64,64,1.0
VAIPE_P_160_13.jpg,1,"[870, 2120, 1187, 2498]",0.5086,64,64,1.0
VAIPE_P_160_14.jpg,0,"[1232, 1934, 1595, 2320]",0.2929,64,64,1.0
VAIPE_P_160_15.jpg,0,"[717, 1995, 1234, 2508]",0.5311,64,64,1.0
VAIPE_P_160_15.jpg,1,"[765, 2051, 1195, 2449]",0.4977,64,64,1.0
VAIPE_P_160_15.jpg,2,"[1088, 1286, 1492, 1662]",0.4814,64,64,1.0
VAIPE_P_160_15.jpg,3,"[1040, 1213, 1531, 1712]",0.358,64,64,1.0
VAIPE_P_160_16.jpg,0,"[1203, 2983, 1631, 3427]",0.715,64,64,1.0
VAIPE_P_160_16.jpg,1,"[1252, 1971, 1709, 2414]",0.5526,64,64,1.0
VAIPE_P_160_16.jpg,2,"[1183, 1907, 1738, 2445]",0.386,64,64,1.0
VAIPE_P_160_16.jpg,3,"[1117, 2914, 1676, 3487]",0.3467,64,64,1.0
VAIPE_P_160_17.jpg,0,"[1576, 2536, 1937, 2936]",0.7137,64,64,1.0
VAIPE_P_160_17.jpg,1,"[1063, 1728, 1571, 2247]",0.4529,64,64,1.0
VAIPE_P_160_17.jpg,2,"[1119, 1763, 1536, 2197]",0.4357,64,64,1.0
VAIPE_P_160_17.jpg,3,"[1519, 2490, 1989, 2971]",0.2747,64,64,1.0
VAIPE_P_160_18.jpg,-1,,,,NO_DETECTION,
VAIPE_P_160_2.jpg,0,"[1133, 1586, 1475, 1912]",0.8693,7,7,1.0
VAIPE_P_160_2.jpg,1,"[1322, 1830, 1643, 2148]",0.8586,7,7,1.0
